abandon, [əˋbændən] vt.放棄，中止
sanctuary, [`sæŋktʃʊ͵ɛrɪ] n.教堂；庇護所
sane, [sen] adj.神志正常的；健全的
refund, [`ri͵fʌnd] n. 退款；償還
sanitation, [͵sænə`teʃən] n.公共衛生
refund, [rɪ`fʌnd] vt.vi.退款；償還
scenic, [`sinɪk] adj.風景的；戲劇的
regardless, [rɪ`gɑrdlɪs] adj.不關心(注意)的
scope, [skop] n.範圍；領域
regime, [rɪ`ʒim] n.政體；政權
script, [skrɪpt] n.筆跡；腳本 vt.編為劇本
rehearsal, [rɪ`hɝs!] n.排練
sector, [`sɛktɚ] n.扇形；部分
rehearse, [rɪ`hɝs] vt.vi.排練
seduce, [sɪ`djus] vt.誘惑
selective, [sə`lɛktɪv] adj.有選擇性的
seminar, [`sɛmə͵nɑr] n.研討班；專題研討會
specialize, [`spɛʃəl͵aɪz] vi.專攻 vt.使專門化
senator, [`sɛnətɚ] n.參議員
specialty, [`spɛʃəltɪ] n.特產；專業
sentimental, [͵sɛntə`mɛnt!] adj.多情的
specify, [`spɛsə͵faɪ] vt.具體指明
sequence, [`sikwəns] n.連續；後果
spectacular, [spɛk`tæ kjəlɚ] adj.壯觀的
serene, [sə`rin] adj.安詳的；平靜的
spectrum, [`spɛktrəm] n.光譜
serenity, [sə`rɛnətɪ] n.晴朗；平靜
speculate, [`spɛkjə͵let] vi.思索 vt.推測
serving, [`sɝvɪŋ] n.服務；(食物)一份
sphere, [sfɪr] n.球體；領域
session, [`sɛʃən] n.會議；開庭；講習班
spike, [spaɪk] n.大釘；釘鞋 vt.用尖物刺穿；扣殺【排球】
setback, [`sɛt͵bæk] n.挫折
sewer, [`suɚ] n.污水管；下水道
shed, [ʃɛd] n.棚 vt.vi.流出；散發
spiral, [`spaɪrəl] n.螺旋 adj.螺旋(形)的 vi.盤旋 vt.使呈螺旋形
sheer, [ʃɪr] adj.全然的 adv.十足地
shilling, [`ʃɪlɪŋ] n.先令
spire, [spaɪr] n.尖塔 vt.給…裝尖頂 vi.聳立
shoplift, [`ʃɑp͵lɪft] vi.vt.在商店內順手牽羊
spokesperson, [`spoks͵pɝsn] n.發言人
spokesman, [`spoksmən] n.發言人
spokeswoman, [`spoks͵wʊmən] n.發言人
shrewd, [ʃrud] adj.精明的；狡猾的
shun, [ʃʌn] vt.躲開
siege, [sidʒ] n.vt.圍攻
sponsor, [`spɑnsɚ] n.發起者；贊助者 vt.資助
signify, [`sɪgnə͵faɪ] vt.表示；意味著
spontaneous, [spɑn`tenɪəs] adj.自發的
silicon, [`sɪlɪkən] n.矽
spouse, [spaʊz] n.配偶
simplicity, [sɪm`plɪsətɪ] n.簡單；樸素
sprawl, [sprɔl] vi.vt.伸開四肢躺；(使) 蔓生
simplify, [`sɪmplə͵faɪ] vt.簡化
squad, [skwɑd] n.小隊
simultaneous, [͵saɪm!`tenɪəs] adj.同步的
squash, [skwɑʃ] vt.vi.(把…)壓扁(壓碎) n.擠壓；回力球；南瓜屬植物
skeptical, [`skɛptɪk!] adj.懷疑的
skim, [skɪm] vt.vi.掠過；瀏覽
stability, [stə`bɪlətɪ] n.穩定(性)
slang, [slæŋ] n.俚語
stabilize, [`steb!͵aɪz] vt.vi.(使)穩定
slash, [slæ ʃ] vt.vi.砍；鞭打 n.砍痕；斜線
stalk, [stɔk] vt.vi.n.悄悄追蹤
slavery, [`slevərɪ] n.奴隸身分；奴役
stammer, [`stæ mɚ] vi.vt.n.口吃
slot, [slɑt] n.狹縫；投幣口
staple, [`step!] n.主食；訂書釘 adj.主要的
slum, [slʌm] n.貧民窟
stapler, [`steplɚ] n. 主要產品經營商；釘書機
smack, [smæ k] vt.vi.n 摑巴掌；響吻
starch, [stɑrtʃ] n.澱粉
smallpox, [`smɔl͵pɑks] n.天花
starvation, [stɑr`veʃən] n.飢餓
smother, [`smʌðɚ] vt.vi.(使)窒息
stationary, [`steʃən͵ɛrɪ] adj.不動的
smuggle, [`smʌg!] vt.vi.走私
stationery, [`steʃən͵ɛrɪ] n.文具[U]
snare, [snɛr] n.圈套 vt.(用陷阱等)捕捉
stature, [`stæ tʃɚ] n.身高；身材；高度境界
sneaky, [`snikɪ] adj.鬼鬼祟祟的
steamer, [`stimɚ] n.汽船；蒸鍋；蒸汽機
sneer, [snɪr] vi.vt.嘲諷、冷笑
stimulate, [`stɪmjə͵let] vt.vi.刺激；促使
soar, [sor] vi.n.高飛；暴漲
stimulation, [͵stɪmjə`leʃən] n.刺激；鼓舞
sociable, [`soʃəb!] adj.好交際的
stimulus, [`stɪmjələs] n.刺激(品)；興奮劑
socialism, [`soʃəl͵ɪzəm] n.社會主義
stock, [stɑk] n.存貨；股票 vt.vi.辦貨
socialist, [`soʃəlɪst] n.社會主義者
strangle, [`stræŋg!] vt.vi.勒死；抑制
socialize, [`soʃə͵laɪz] vt.vi.交際；社會化
strategic, [strə`tidʒɪk] adj.戰略的
sociology, [͵soʃɪ`ɑlədʒɪ] n.社會學
stunt, [stʌnt] n.絕技 vt.阻礙 vi.表演絕技
sodium, [`sodɪəm] n.鈉
subjective, [səb`dʒɛktɪv] adj.主觀的；個人的
solidarity, [͵sɑlə`dæ rətɪ] n.團結
subordinate, [sə`bɔrdnɪt] adj.下級的；隸屬的
solitude, [`sɑlə͵tjud] n.孤獨
subscribe, [səb`skraɪb] vt.vi.認捐；訂閱
subscription, [səb`skrɪpʃən] n.認捐；訂閱
soothe, [suð] vt.vi.安慰；緩和
subsequent, [`sʌbsɪ͵kwɛnt] adj.隨後的
sophisticated, [sə`fɪstɪ͵ketɪd] adj.世故的；精緻的；複雜的
substitution, [͵sʌbstə`tjuʃən] n.代替(物)
subtle, [`sʌt!] adj.微妙的；隱約的
sovereignty, [`sɑvrɪntɪ] n.君權；主權
suburban, [sə`bɝbən] adj.郊區的
spacious, [`speʃəs] adj.寬敞的
succession, [sək`sɛʃən] n.連續；繼任
span, [spæ n] n.跨度；一段時間 vt.橫跨；延伸
successive, [sək`sɛsɪv] adj.連續的；後繼的
successor, [sək`sɛsɚ] n.繼承人；接替的事物
transistor, [træ n`zɪstɚ] n.電晶體
suffocate, [`sʌfə͵ket] vt.vi.(使)窒息
transit, [`træ nsɪt] n.vt.vi.運輸；過渡
suite, [swit] n.套房；隨員；套(組)
transition, [træ n`zɪʃən] n.過渡；轉變
superb, [sʊ`pɝb] adj.堂皇的；極好的
transmission, [træ ns`mɪʃən] n.傳輸；傳送
superiority, [sə͵pɪrɪ`ɔrətɪ] n.優越
transmit, [træ ns`mɪt] vt.vi.傳送；發報
supersonic, [͵supɚ`sɑnɪk] adj.n.超音波(的)
transplant, [træ ns`plæ nt] vt.vi.移植；(使)移居
superstitious, [͵supɚ`stɪʃəs] adj.迷信的
trauma, [`trɔmə] n.創傷
supervision, [͵supɚ`vɪʒən] n.監督
tread, [trɛd] vi.vt.踩；踏
supplement, [`sʌpləmənt] n.增補；補給品
treason, [`trizn] n.叛國罪[U]
surpass, [sɚ`pæ s] vt.勝過
trek, [trɛk] n.移居；旅行 vi.艱苦跋涉；移居
surplus, [`sɝpləs] n.adj.過剩(的)；剩餘物
tremor, [`trɛmɚ] n.顫抖；震動
suspense, [sə`spɛns] n.懸而不決；暫停
trespass, [`trɛspəs] vi.n.擅自進入
suspension, [sə`spɛnʃən] n.懸吊；暫停
trigger, [`trɪgɚ] n.扳機 vt.扣扳機；引起
swap, [swɑp] vt.vi.n.交換
triumphant, [traɪ`ʌmfənt] adj.勝利的
symbolic, [sɪm`bɑlɪk] adj.象徵的
trivial, [`trɪvɪəl] adj.瑣細的；不重要的
symbolize, [`sɪmb!͵aɪz] vt.vi.象徵
trophy, [`trofɪ] n.戰利品；獎杯
symmetry, [`sɪmɪtrɪ] n.對稱(性)
symptom, [`sɪmptəm] n.症狀
tropic, [`trɑpɪk] n.回歸線；熱帶[the P] adj.熱帶的
synonym, [`sɪnə͵nɪm] n.同義字
synthetic, [sɪn`θɛtɪk] adj.合成的
truant, [`truənt] n.逃學者 adj.逃學的 vi.逃學
tact, [tæ kt] n.老練；機智；圓滑
truce, [trus] n.停戰
tactic, [`tæ ktɪk] n.戰術；策略
tuberculosis, [tju͵bɝkjə`losɪs] n.結核病[U]
tariff, [`tæ rɪf] n.關稅；稅率
tumor, [`tjumɚ] n.腫瘤
tedious, [`tidɪəs] adj.冗長乏味的
turmoil, [`tɝmɔɪl] n.騷動；混亂[U][C]
temperament, [`tɛmprəmənt] n.氣質；性情
twilight, [`twaɪ͵laɪt] n.薄暮 adj.昏暗的；暮年的
tempest, [`tɛmpɪst] n.暴風雨；騷動
terminate, [`tɝmə͵net] vt.vi.(使)終止
tyranny, [`tɪrənɪ] n.暴政；專橫
textile, [`tɛkstaɪl] n.紡織品 adj.紡織的
ulcer, [`ʌlsɚ] n.潰瘍；弊病
texture, [`tɛkstʃɚ] n.質地；構造
ultimate, [`ʌltəmɪt] adj.最終的；極限的
theatrical, [θɪ`æ trɪk!] adj.戲劇的；誇張的
unanimous, [jʊ`næ nəməs] adj.一致同意的
theft, [θɛft] n.偷竊
uncover, [ʌn`kʌvɚ] vt.揭露
theoretical, [͵θiə`rɛtɪk!] adj.理論的
underestimate, [`ʌndɚ`ɛstə͵met] vt.低估
therapist, [`θɛrəpɪst] n.特定療法技師
undergo, [͵ʌndɚ`go] vt.經歷；接受(治療等)
therapy, [`θɛrəpɪ] n.治療；療法
undermine, [͵ʌndɚ`maɪn] vt.暗中破壞
thereafter, [ðɛr`æ ftɚ] adv.之後
undertake, [͵ʌndɚ`tek] vt.進行；承擔
thereby, [ðɛr`baɪ] adv.由此；從而
undo, [ʌn`du] vt.解開；取消；破壞
thermometer, [θɚ`mɑmətɚ] n.溫度計
unemployment, [͵ʌnɪm`plɔɪmənt] n.失業
threshold, [`θrɛʃhold] n.門檻；開端
unfold, [ʌn`fold] vt.vi.展開
thrift, [θrɪft] n.節儉
unify, [`junə͵faɪ] vt.vi.統一
thrifty, [`θrɪftɪ] adj.節儉的；茂盛的
unlock, [ʌn`lɑk] vt.vi.開…的鎖；解開
thrive, [θraɪv] vi.興旺；繁榮
unpack, [ʌn`pæ k] vt.vi.打開包裹；卸下
throb, [θrɑb] vi.n.跳動；悸動
upbringing, [`ʌp͵brɪŋɪŋ] n.養育；教養
toll, [tol] n.通行費；傷亡人數；鐘聲 vt.vi徵稅；(緩慢而反覆地)敲(鐘)
upgrade, [`ʌp`gred] n.vt.升級 adv.上坡
uphold, [ʌp`hold] vt.舉起；支撐；維持
topple, [`tɑp!] vt.vi.(使) 倒塌
uranium, [jʊ`renɪəm] n.鈾
tornado, [tɔr`nedo] n.龍捲風
urgency, [`ɝdʒənsɪ] n.緊急；急事
trait, [tret] n.特徵；少許
urine, [`jʊrɪn] n.尿
tranquil, [`træŋkwɪl] adj.平靜的
usher, [`ʌʃɚ] n.引座員 vt.vi.招待；迎接
tranquilizer, [`træŋkwɪ͵laɪzɚ] n.鎮定劑
utensil, [jùtɛns!] n.器皿；厨房用具
transaction, [træ n`zæ kʃən] n.交易；辦理
utility, [jùtɪlətɪ] n.效用；公用事業；(水、電、瓦斯類等的)公共設施 adj.實用的
transcript, [`træn͵skrɪpt] n.抄本；成績單
transformation, [͵trænsfɚ`meʃən] n.轉變；變形
utilize, [`jut!͵aɪz] vt.利用
utmost, [`ʌt͵most] adj.極度的 n.極度
vaccine, [`væ ksin] adj.疫苗的 n.疫苗
valiant, [`væ ljənt] adj.英勇的 n.勇士
valid, [`væ lɪd] adj.有根據的；有效的
validity, [və`lɪdətɪ] n.正當；有效性；合法性
vanilla, [və`nɪlə] n.香草 adj.香草的；普通的
variable, [`vɛrɪəb!] adj.多變的 n.可變因素
variation, [͵vɛrɪèʃən] n.變動；差異
vend, [vɛnd] vi.vt.出售
vendor, [`vɛndɚ] n.小販；自動販賣機
verge, [vɝdʒ] n.邊緣 vi.vt.處在(…)邊緣
versatile, [`vɝsət!] adj.多才多藝的；多功能的
version, [`vɝʒən] n.版本；說法
veteran, [`vɛtərən] n.老兵；老手 adj.經驗豐富的
veterinarian, [͵vɛtərə`nɛrɪən] n.獸醫(vet)
vibration, [vaɪ`breʃən] n.顫動；共鳴
vice, [vaɪs] n.惡 adj.副的
vicious, [`vɪʃəs] adj.邪惡的；惡性的
victimize, [`vɪktɪ͵maɪz] vt.使受害；欺騙
victor, [`vɪktɚ] n.勝利者
victorious, [vɪk`torɪəs] adj.勝利的
villa, [`vɪlə] n.別墅
vineyard, [`vɪnjɚd] n.葡萄園
virtual, [`vɝtʃʊəl] adj.實際上的；虛擬的
visualize, [`vɪʒʊə͵laɪz] vt.vi.使視覺化；想像
vitality, [vaɪ`tæ lətɪ] n.活力；生命力
vocal, [`vok!] adj.聲音的；歌唱的
vocation, [vòkeʃən] n.行業；傾向
vocational, [vòkeʃən!] adj.職業的
vogue, [vog] n.流行(物)
vomit, [`vɑmɪt] vt.vi.n.嘔吐
vulgar, [`vʌlgɚ] adj.粗俗的；通俗的
vulnerable, [`vʌlnərəb!] adj.易受傷的
wardrobe, [`wɔrd͵rob] n.衣櫥
warfare, [`wɔr͵fɛr] n.戰爭
warranty, [`wɔrəntɪ] n.保證書；擔保
waterproof, [`wɑtɚ͵pruf] adj.防水的
watertight, [`wɑtɚ`taɪt] adj.防水的
whatsoever, [ˌwɑtsoˈɛvɚ] pron.adv.adj.任何事物；無論甚麼(的)
windshield, [`wɪnd͵ʃild] n.擋風玻璃
withstand, [wɪð`stæ nd] vt.vi.反抗；禁得起
witty, [`wɪtɪ] adj.機智的；說話風趣的
woo, [wu] vt.vi.追求；求愛；爭取
wrench, [rɛntʃ] vt.vi.n.猛扭；扭傷
wrestle, [`rɛs!] vt.摔(角)；與…搏鬥
Xerox, [`zɪrɑks] n.影印機(商標名)(大寫)
xerox, [`zɪrɑks] n.靜電複印法(小寫)
yearn, [jɝn] vi.思念；渴望
zeal, [zil] n.熱心；熱誠
